"seint1996";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:2C:62";"18";"164.4.86.165";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1999";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:98:29";"7";"164.4.86.189";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint1999";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5F:B9";"2";"10.183.22.108";"255.255.255.0";"";"";"False";;;
"seint2000";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:D3:14";"8";"10.183.22.123";"255.255.255.0";"";"";"False";;;
"seint2000";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:97:BA";"18";"164.4.86.206";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2005";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:95:B2";"8";"10.183.17.234";"255.255.255.0";"";"";"False";;;
"seint2005";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:1F:4A";"18";"164.4.184.188";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2018";"Slot4 Port 4";"Broadcom NetXtreme Gigabit Ethernet #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"E4:3D:1A:22:A1:BF";"6";"164.4.41.176";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2023";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:D0:31";"8";"10.183.23.176";"255.255.255.0";"";"";"False";;;
"seint2023";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:FA:36";"18";"164.4.173.148";"255.255.254.0";"164.4.172.2";"164.4.30.177,164.4.30.117";"False";;;
"seint2026";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:99:38";"5";"10.183.23.181";"255.255.255.0";"";"";"False";;;
"seint2026";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5A:98";"3";"138.103.89.181";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2027";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:E8:12";"7";"10.183.19.239";"255.255.255.0";"";"";"False";;;
"seint2027";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:44:15";"16";"164.4.86.247";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2028";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:D4:49";"7";"10.183.19.240";"255.255.255.0";"";"";"False";;;
"seint2028";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5C:DE";"16";"164.4.87.254";"255.255.255.0";"164.4.87.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2031";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:D3:89";"8";"10.183.22.175";"255.255.255.0";"";"";"False";;;
"seint2031";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:59:D6";"18";"138.103.86.188";"255.255.255.0";"138.103.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2039";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:D7:92";"8";"10.183.17.229";"255.255.255.0,255.255.255.0";"";"";"False";;;
"seint2039";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:43:D2";"18";"164.4.41.74";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2040";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:9B:69";"18";"164.4.41.131";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2049";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:C8:0C";"18";"164.4.87.80";"255.255.255.0";"164.4.87.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2050";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:D0:47";"7";"164.4.87.90";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2050";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:A0:F3";"4";"10.180.207.190";"255.255.255.0";"";"";"False";;;
"seint2054";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:21:24";"5";"10.180.207.192";"255.255.255.0";"";"";"False";;;
"seint2054";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:CE:C6";"10";"164.4.87.81";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2055";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:A8:35";"8";"10.180.207.195";"255.255.255.0";"";"";"False";;;
"seint2055";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:91:54";"18";"164.4.87.82";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2056";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:0C:93";"3";"138.103.186.36";"255.255.255.0";"138.103.186.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2057";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:BF:6C";"4";"164.4.184.59";"255.255.254.0";"164.4.184.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2060";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:D8:9B";"10";"138.103.186.33";"255.255.255.0";"138.103.186.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2062";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:CF:01";"13";"138.103.89.87";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.177";"False";;;
"seint2062";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:A4:A2";"6";"10.183.21.243";"255.255.255.0";"";"";"False";;;
"seint2064";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:B8:4C";"14";"138.103.89.23";"255.255.255.0";"138.103.89.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2065";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:59:F9";"7";"138.103.89.20";"255.255.255.0";"138.103.89.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2065";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:6F:16";"12";"10.180.207.191";"255.255.255.0";"10.180.207.1";"";"False";;;
"seint2066";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:29:99";"3";"164.4.86.57";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.177";"False";;;
"seint2066";"Backup";"Intel(R) 82574L Gigabit Network Connection #2";"win.dom.sandvik.com";"00:50:56:AB:B6:34";"17";"10.180.206.186";"255.255.255.0";"";"";"False";;;
"seint2067";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:09:20";"15";"164.4.87.188";"255.255.255.0";"164.4.87.1";"164.4.30.177,164.4.30.177";"False";;;
"seint2067";"Backup";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com";"00:50:56:AB:C0:20";"4";"10.180.206.170";"255.255.255.0";"";"";"False";;;
"seint2068";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:DD:15";"3";"164.4.33.193";"255.255.254.0";"164.4.32.2";"164.4.30.177,164.4.30.177";"False";;;
"seint2069";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:56:94";"7";"138.103.90.120";"255.255.255.0";"138.103.90.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2069";"Ethernet1";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:28:B9";"15";"10.180.206.12";"255.255.255.0";"10.180.206.1";"";"False";;;
"seint2070";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:19:81";"7";"164.4.184.201";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2071";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:2A:0B";"7";"164.4.184.203";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2076";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:8B:02";"7";"164.4.87.57";"255.255.255.0";"164.4.87.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2076";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:52:7F";"12";"10.180.207.231";"255.255.255.0";"";"";"False";;;
"seint2077";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:5C:E1";"8";"10.12.16.98";"255.255.255.0";"";"";"False";;;
"seint2077";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:69:D8";"18";"164.4.41.62";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2077";"Ethernet3";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:AF:CC";"20";"10.50.156.122";"255.255.255.0";"10.50.156.1";"";"False";;;
"seint2078";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:CE:B9";"8";"10.183.17.229";"255.255.255.0,255.255.255.0";"";"";"False";;;
"seint2078";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:8A:FF";"18";"164.4.86.148";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2082";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:62:00";"8";"10.183.17.241";"255.255.255.0";"";"";"False";;;
"seint2082";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:1C:65";"18";"164.4.86.185";"255.255.255.0";"164.4.86.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2090";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:61:7C";"4";"138.103.90.164";"255.255.255.0";"138.103.90.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2090";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:2B:7D";"3";"10.183.17.243";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint2091";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:C3:A1";"5";"10.183.22.205";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint2091";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:2E:00";"14";"138.103.90.211";"255.255.255.0";"138.103.90.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2092";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:66:F1";"7";"10.183.22.233";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint2092";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:77:2D";"16";"164.4.87.117";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2093";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:ED:39";"8";"164.4.184.219";"255.255.254.0";"164.4.184.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2093";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:48:21";"7";"10.183.20.237";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint2096";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:EA:B0";"6";"10.183.18.241";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint2096";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:A1:0B";"14";"138.103.186.65";"255.255.255.0";"138.103.186.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2098";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:6F:7E";"8";"10.12.16.102";"255.255.255.0";"";"";"False";;;
"seint2098";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:AD:98";"19";"164.4.41.175";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2098";"PLC Network card";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:01:65";"11";"10.50.156.121";"255.255.255.0";"";"";"False";;;
"seint2101";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:D1:A6";"9";"10.180.206.50";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint2101";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:E7:5D";"16";"138.103.89.48";"255.255.255.0";"138.103.89.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2102";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:4A:CE";"4";"10.180.206.40";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint2102";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:17:C4";"7";"138.103.89.49";"255.255.255.0";"138.103.89.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2107";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:F5:D3";"7";"10.183.18.78";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint2107";"Prod";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:C6:FF";"16";"138.103.89.64";"255.255.255.0";"138.103.89.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2108";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:83:31";"7";"10.183.18.79";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint2108";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:F7:82";"16";"138.103.89.66";"255.255.255.0";"138.103.89.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2109";"Ethernet1";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:CC:65";"7";"10.183.18.87";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint2109";"Ethernet0";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:DD:3A";"16";"138.103.86.33";"255.255.255.0";"138.103.86.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2110";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:2D:43";"9";"10.183.18.89";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint2110";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:F4:3E";"16";"138.103.86.53";"255.255.254.0";"138.103.86.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2111";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:DF:FE";"9";"10.183.18.94";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint2111";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:C1:98";"15";"138.103.86.58";"255.255.255.0";"138.103.86.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2112";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:21:DB";"7";"138.103.186.111";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2112";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:B7:FD";"12";"10.180.206.47";"255.255.255.0";"";"";"False";;;
"seint2116";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:82:0B";"7";"164.4.87.209";"255.255.255.0";"164.4.87.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2116";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:A2:E0";"12";"10.180.206.48";"255.255.255.0";"";"";"False";;;
"seint2117";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:D0:FE";"7";"138.103.89.98";"255.255.255.0";"138.103.89.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2117";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:68:AD";"12";"10.180.206.51";"255.255.255.0";"";"";"False";;;
"seint2118";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:3B:CF";"7";"164.4.86.105";"255.255.255.0";"164.4.86.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2118";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:BB:2F";"12";"10.183.21.18";"255.255.255.0";"";"";"False";;;
"seint2120";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:70:B6";"7";"138.103.90.215";"255.255.255.0";"138.103.90.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2120";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:B0:AB";"12";"10.183.21.21";"255.255.255.0";"";"";"False";;;
"seint2401";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:2E:C9";"7";"138.103.86.249";"255.255.255.0";"138.103.86.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2401";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:C2:B5";"12";"10.183.21.24";"255.255.255.0";"";"";"False";;;
"seint2405";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:4B:B2";"8";"10.183.21.86";"255.255.255.0";"";"";"False";;;
"seint2405";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:41:52";"18";"138.103.186.97";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2408";"Backup";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:41:C2";"7";"10.183.21.99";"255.255.255.0";"";"";"False";;;
"seint2408";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:8E:63";"16";"164.4.87.110";"255.255.255.0";"164.4.87.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2410";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:AB:6D:8F";"6";"164.4.184.68";"255.255.254.0";"164.4.184.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2410";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:25:DA";"10";"10.183.21.101";"255.255.255.0";"";"164.4.30.117,164.4.30.177";"False";;;
"seint2411";"Backup";"Intel(R) 82574L Gigabit Network Connection #2";"win.dom.sandvik.com";"00:50:56:AB:93:63";"5";"10.183.21.112";"255.255.255.0";"";"";"False";;;
"seint2411";"Production";"Intel(R) 82574L Gigabit Network Connection";"win.dom.sandvik.com";"00:50:56:AB:AC:CF";"4";"138.103.89.83";"255.255.255.0";"138.103.89.1";"164.4.30.117,164.4.30.177";"False";;;
"seint2415";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:45:9D";"7";"138.103.144.47";"255.255.252.0";"138.103.144.1";"138.103.144.78,164.4.30.9";"False";;;
"seint2416";"Granitor";"Intel(R) Ethernet Connection X722 for 1GbE";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"70:E2:84:25:D2:13";"18";"10.50.156.120";"255.255.255.0";"";"";"False";;;
"seint2416";"Prod";"Intel(R) Ethernet Connection X722 for 1GbE #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"70:E2:84:25:D2:14";"19";"164.4.41.171";"255.255.255.0";"164.4.41.1";"164.4.30.177,164.4.30.117";"False";;;
"seint2416";"Backup";"Intel(R) Ethernet Connection X722 for 1GbE #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"70:E2:84:25:D2:15";"10";"10.17.16.105";"255.255.255.0";"";"";"False";;;
"seint2416";"Eurotherm";"Intel(R) Ethernet Connection X722 for 1GbE #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"70:E2:84:25:D2:12";"5";"10.50.157.20";"255.255.255.0";"";"";"False";;;
"seint2467";"Prod";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:AB:61:12";"5";"138.103.86.23";"255.255.255.0";"138.103.86.1";"164.4.30.117,164.4.30.177";"False";;;
"seint3010";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com";"00:50:56:97:76:F0";"6";"10.183.23.137";"255.255.255.0";"";"";"False";;;
"seint3010";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com";"00:50:56:97:50:C1";"7";"138.103.186.104";"255.255.255.0";"138.103.186.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3053";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:01:C4";"7";"164.4.184.143";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3053";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:64:BA";"6";"10.183.23.205";"255.255.255.0";"";"";"False";;;
"seint3055";"Production";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:07:6E";"6";"164.4.185.72";"255.255.254.0,255.255.254.0,255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3055";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:53:EC";"2";"10.183.23.207";"255.255.255.0";"";"";"False";;;
"seint3055";"Heartbeat";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:09:0F";"4";"10.40.3.88";"255.255.255.0";"";"";"False";;;
"seint3055";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:CA:76:1B:91:7E";"5";"169.254.1.121";"255.255.0.0";"";"";"False";;;
"seint3056";"Ethernet1";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:78:BA";"6";"169.254.10.100";"255.255.0.0";"";"";"True";;;"255.255.255.255"
"seint3056";"Production";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:3A:B3";"3";"164.4.184.116";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3056";"Backup";"vmxnet3 Ethernet Adapter #3";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:96:25";"2";"10.183.23.58";"255.255.255.0";"";"";"False";;;
"seint3056";"Heartbeat";"vmxnet3 Ethernet Adapter #4";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:AB:AB:E3";"7";"10.40.3.89";"255.255.255.0";"";"";"False";;;
"seint3056";;"Microsoft Failover Cluster Virtual Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"02:6D:02:13:A4:DB";"4";"169.254.2.25";"255.255.0.0";"";"";"False";;;
"seint3069";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:15:87";"4";"164.4.184.171";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
"seint3069";"Backup";"vmxnet3 Ethernet Adapter #2";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:11:65";"3";"10.183.23.219";"255.255.255.0";"";"";"False";;;
"seint3158";"Prod";"vmxnet3 Ethernet Adapter";"win.dom.sandvik.com,dom.sandvik.com,sandvik.com";"00:50:56:97:24:8A";"4";"164.4.184.249";"255.255.254.0";"164.4.184.1";"164.4.30.177,164.4.30.117";"False";;;
